知乎作者,作者id,回答时间,赞同数,底下评论数,回答内容
某bit,5edd5e9b6c78683c5700c21fad136d53,2021-08-10 23:01:12,883,193,得知了更多信息之后，我不觉得搞笑，只觉得悲凉。原本在下午看到这条新闻的时候我也认为很有趣，甚至选了这段对话里最点睛的一段发到想法里。但后来，根据网络消息，这位同学在朋友圈里更新了新的一条新的对话，内容是跟自己父亲的微信聊天记录。这里我就不放这张截图了，涉及隐私，但你想看的话找找肯定有。这条朋友圈里透露出来的消息是：这位同学的父亲在某上市医疗企业工作。而经过查询，他的父亲正是这家企业的营销副总经理。对了，这位同学的在腾讯的工作也与医疗相关。也许这位同学真的就是一腔热血，觉得靠自己和其他实习生的联名，就能改变一些东西。但，一个老爸是做营销的，他真的不知道这种举动代表着什么吗？私信自己所在公司的高管，把相关截图转到实习生的群里，还轰轰烈烈的搞了一个联名收集表“让我司员工为此发声”。如果真的想为女性权益发声，本来有更多也更正常的途径。而现在这一套流程下来，除了他火了，没有产生任何的实际价值，没有挪动任何一项议题，甚至对于身边随处可见的性别歧视都不会产生一丁点的帮助。不知道这位同学清楚不清楚，他能这样做，不是因为他有充足的正义感，而是因为即使他这样做了，也一样后顾无忧。也许他会赌输，由于外传内网聊天记录触碰保密规定，最后实习没办法转正。但一切后果，不过是回到自己父亲自己所在的公司。亦或者他没赌输，现在的这段“风云经历”，也足以让也他在大公司里博得声望，继续走他的营销之路。让我感到更加悲凉的，则是这件事背后所隐藏着的一条事实：女性权益相关的话题，在被大家关注时，要么是女性被侵害的案件又被挖出，要么是某些充满着营销味道的声音在借机炒作。这种事件非但不能改变女性在社会中的受到的结构性性别歧视，反而会把问题娱乐化，当联名、声援等等方式变成某些个体用以营销的手段，最终的结果只会让真正的女性权益问题失去声量。说真的，现在再看这个问题，五味陈杂。回复一下有些评论吧，我发现很多人根本没看懂我的意思。我其实并不是泼冷水，但很多人觉得我在攻击这种行为本身，所以还是讲几句。我一直很强调的是情绪和声量的问题。有兴趣的朋友可以看看这个回答评论区里的风向，再思考一下其中的情绪。大家是真的觉得被情绪引导着走是好事？我觉得不是这样吧。没有人希望被情绪牵着走，而现在正在发生的就是这样。年轻人发声当然是好事，这也是我一开始觉得这个事情很有趣的原因，但我们不能因为他发了声就认为可以事情一定会往好的方向变化，这是机会主义。我虽然称不上一个真正的女性主义者，但至少很注意生活中的性别歧视，我担心的是，如果一个可能是以利为目的的人引导大众情绪，只会让情绪更加极化，而这不利于整个环境的改善。反正我说什么都有不好好看回答的，评论区如果还有同样的问题，我是不会继续回答了。
知乎用户,4248933125d95268d3fe90a89c1fd175,2021-08-11 10:55:32,452,55,“有病治病，没病开除”任我行，神教教主
郭律Esq,738ff4739fe80e4d6033301075bb54d6,2021-08-11 02:19:31,2083,329,非常支持因为我也很反感所谓的“职场酒文化”。我觉得这位实习生做得非常好，抛开其目的，他的做法正好契合了我本人对所谓“职场酒文化”的态度：“职场酒文化”，一句话污染了三个词。污染了职场，饭桌上并不是职场，职场是讲工作的地方饭桌上从来都不讲工作。污染了酒，开心快乐地喝才是酒，被强迫着喝的都不是酒而是一种服从性测试的工具。污染了文化，值得发扬传播的才是文化，不值得发扬的应该叫糟粕。借着职场的名义进行服从性命令的压迫行为是糟粕，有什么脸面称作职场酒文化？因此，我非常支持各大公司都发布“拒绝陪酒”的倡议，拒绝“职场酒文化”，拒绝“强制陪酒”，从我们每个人做起。滴滴女员工曝饭局遭客户侵犯，向副总裁及反馈没有结果，真实情况如何？为何大厂此类事件频发？律师证实吴亦凡涉嫌在洛杉矶强奸未成年粉丝，他将承担怎样的法律责任？名阿里员工针对女员工被侵害事件联合倡议：公司治理存在漏洞，还有哪些值得关注的信息？
岳京杭,ba6fae54d1152a96a931f3f9cd7bc6eb,2021-08-11 01:31:10,287,51,办公软件的已读功能，本来是一个让老板爽让员工痛苦的功能，阿里猥亵门事件中，跟蒋凡同一级别的大佬李永和，做梦也想不到自己会因为对下属发来的信息已读不回而被下课。受害女员工在自述中多次提到几位上司对自己的诉求已读不回，这成了老板们知情不作为的直接证据，张勇在处罚决定中，没少拿这个说事。另一方面，猥亵门在阿里内网引爆后，阿里员工自发成立了一个互助小组，旨在对抗糟糠酒文化和反性骚扰，一下子发展到多人，还搞出了一个联名书。这事火速被凤凰等媒体报道，不过后来有人指出，这是一个公关操作，或者说被阿里的公关团队利用了到底是不是公关，我不知道也懒得查。但阿里猥亵门事件，无疑给同行提了个醒，比如，作为国内互联网另一霸的腾讯，一位实习生就看不下去了，他向腾讯创始人马老板建言，赶紧颁布拒酒令，维护女性尊严。不知道没上线还是别的什么原因，反正马老板没有吊这位实习生，实习生再接再厉，继续向二老板刘炽平建言。既然是二老板，那自然就不用那么客气了，实习生要求刘炽平务必回复。刘老板还真回复了，强调腾讯跟阿里不一样，但会对阿里发生的事情引以为戒，腾讯的已经在行动了。实习生非常有执行力，立马拉群发搞联名活动，可能是为了增加合法性，他就把跟两位大老板的聊天记录截图发在实群里，这一下就炸锅了，上面这些截图都被传到了外网。据说从前有位新入职华为的员工，洋洋洒洒给任正非写了一封几万字的建言信，任老板看都没看，直接批了八个字：有病治病，无病辞退。对于日理万机的大老板来说，最贵的就是时间，如果是个基层员工都来聊几句，那这老板也没法做了。实习生，连一个最最最最底层员工都算不上，直接跟最最最最高层领导对话，在很多公司，是想都不敢想的事情。把跟最高领导的私密聊天记录公开，在很多公司都是信息安全红线，接下来不知道腾讯怎么处理这事。至于实习生小伙子，从此，他的简历里可以加上一句：曾指导马化腾、刘炽平等腾讯高层工作，给刘炽平提出过建设性建议并获得高度肯定，深远影响了腾讯的企业文化建设。有人就纳闷了，都是实习生，都是四年本科三年研究生，这么多年来，为什么唯独这位实习生的主人翁责任感爆棚？他是一腔热血还是博出名？有网友查了，这还真不是一位普通的实习生，小伙子是某医生公司营销副总裁的公子。因为实习生跟他爹地提了同样的要求，也被他贴在朋友圈。根据朋友截图信息，很容易查到小伙子爹地是天力士的营销副总，天士力是一家上市医疗企业，小伙子在企鹅的工作也跟医药产品相关，人家有这个底气价值观是个任人打扮的小姑娘快手股票跌懵，说好的财务自由不见了字节大佬跑路，人工智能泡沫破灭了？
望京一只妖,a589ab30a7ba54181153a921bc6a4d6a,2021-08-10 20:59:56,234,36,这就是讲求扁平化公司最尴尬的一个点公司内部普通员工是真的可以找私聊的（虽然大部分情况下没人敢这么做）一般走到这步的哥们要么是极度牛逼要么是遇到什么问题想直达天庭解决问题但是真的很少有这样实习生同学就敢这么干的你说的他勇气可嘉吧语气又是一种老子在教你做事的感觉你说他有正义感吧好像也没有什么冤屈需要他伸张给人的感觉反倒是一种带着精明的热血我觉得年轻人应该有朝气有冲劲有正义之心敢于挑战但是这位同学的语气和做法更让我觉得是一种为了刷存在而特地营造的人设为了火一把搞得骚操作这种事找找自己领导都可以谈远远不到需要这个公司的掌舵人来给他回复图源网络
韦页林,ec491515f65dbf89607ca07d531388ae,2021-08-11 09:04:26,182,19,这种实习生就应该直接清除，真那么正义早就济南取证，杭州声援去了，还有这闲工夫给不相关的人支招、扣道德帽子、慷他人之慨，然后截屏昭告天下？明显是个做营销的。
Bricklayer,4697b75a4e7de91c4807f402926025d8,2021-08-11 09:03:13,148,30,看到底下那一票“至少他敢于发声”“年轻人有朝气能改变些什么”，突然明白女权和爱国的饭怎么那么好恰了，输出输出情绪价值，拉上几个领导就叫“秉笔直言”了，比工作不简单多了。首先，在公司领导层暂时没犯下原则性错误之前，礼貌用语是基本常识吧。不说领导，你跟村里的大爷大妈，人家要没得罪你，你也得叫声您，多用几句麻烦和敬辞吧，“务必回复“”必须“，这些词哪怕用在同级身上都极为不妥。第二，输出完情绪就结束了？你要是写倡议，难道不应该先组织实习生倡议再上报管理层，你没跟任何实习生做过沟通就越级汇报，然后回头说我要跟大家一起写个倡议？？像不像大学时候过了女生节自己说要给全班女生一人一件衣服，反手跑男生群里要大家的那类人？建议反复观看前段时间某四大员工针对公司内部问题所做的，说的问题也都是老生常谈，但人家好歹收集证据，汇编成简洁明了的供人查阅，还引来了上级机关调查，你这两张私聊截图就很迷惑。第三，跟自己老爹那段聊天记录更是人间迷惑？原来有人的家族群是这样说话的啊。发到网络上除了证明自己有个负责营销的高管老爹，还有什么作用？总结一次拙劣的营销博出位活动。但凡这位提出一点切实可行的对策或者用词礼貌些我都可以理解为初生牛犊不怕虎，可惜英雄只忙着把自己的“私聊截图”晒到网上了，懒得去想费劲劳心的解决方案。
知乎用户,82828e0ed481cb57898d19e8169a13c5,2021-08-11 12:29:03,100,24,赤裸裸的性别歧视。酒桌上的男性就不需要保护了？装啥装呢？
大脐二橙,5e911f71f18464043e596176562384aa,2021-08-11 13:55:39,55,9,这位实习生，莫不是阿里派来实施围魏救赵的大英雄吧？真是个营销鬼才要说疑似其父所在的天士力营销不喝酒，那真是滑天下之大稽。雷军曾因为说“新员工加入公司半年内不要提建议”而被推在风口浪尖好长时间，人们说他不让年轻人说话。其实他还有后半句话是新员工要多看、多听、多想，尝试融入组织，然后再提出有建设性的建议。今天这位实习生直接向马化腾和刘炽平发出具有质问语气的信息，看起来像个孤胆英雄，实际上略显莽撞。因为他并没有具体的证据显示腾讯也有类似的陪酒文化，做为实习生，他有没有完整读完员工手册，并代表公司应酬过都还是不一定，阿里这个事件腾讯高层也是看得见的，相信也已经在考虑自己的做法，所以这位同学提出的提议几乎没有任何意义。另外刘炽平说通讯跟阿里不一样，的确是有些不同的，阿里的核心还是电子商务公司，所以维护关系显得十分重要，销售端的话语权也非常。腾讯的核心是做产品的公司，一切商务关系都要建立在产品立得住的前提下，所以产品经理，程序员的话语权更大一些。这也是为什么这几年阿里主要输出管理人才，腾讯输出的更多是技术人才的原因。时间已经月中旬了，暑期实习就快要结束了。回学校以后，这位同学可以骄傲的说我给马总、刘总安排过工作，还上过热搜榜如果非要为这件事找出点意义的话，这算一个。最后，腾讯的实习岗还挺紧俏的，如果大家都学习他去了各种怼高层，后果只有两个：以后实习生的企业微信将没有与项目组之外的人对话的权限。减少实习生招录。
默苍离,00a69a0323d435435c7bbd0f1bd535e5,2021-08-11 09:07:28,193,42,（姑且）相信这位实习生是出于正义感和对腾讯的关心，但这么做，在博弈上不智。，腾讯与阿里不同，阿里是需要去销售让商户掏钱的生意，腾讯多数生意是，所以腾讯绝大多数都是甲方爸爸，而不是需要陪酒或者各种强推拉关系的乙方；，实习生向公司的最高层直接提意见，我干过这事儿，后来做了老板助理发现很多问题根本不是表面上那样。这点，刚步入工作的朋友一定要谨记。不是正式员工，对公司的各种规章和生态不了解，没有足够的实践和调研，直接越级提意见，多数都是空话，而且可能毁坏同事关系，被看做异类；，有些行业，销售上没办法建立核心竞争力，销售要出业绩，只能靠“人脉”或者“关系”，这种行业中，除了极少数人格魅力和博弈能力极高的人以外，其他人往往被逼的搞鸡鸣狗盗。这不是搞什么倡议能解决的，是把人异化成鬼，说白了，是资本家用规则和奖金诱良为娼或逼良为娼，但这个过程中，资本家可以假装白莲花，毕竟他没有直接说，让某人去跟客户三陪五陪，自然有想拿奖金期权的中层底层去操办。，不要低估这些大集团公司高层的能力，也许他们有各种各样的问题，但是能够卷在这个位置上，一定是人尖子，这次阿里事件，腾讯内部一定有风控和公关部门在复盘，一定有部门在做调研和防火墙。但腾讯不会跳出来说，这事我们也要整顿，也要怎么样，来蹭这种粪坑热度。躲着还来不急呢。以上，要解决问题：一方面，是某些行业必须改变销售思维，不要强推，不要只依赖“销售能力”，而是应该构建服务或产品的“性价比”，用数据说话而不是用“关系说话”，卖真正有用的东西；另外一方面，是要建设良性的公司文化，而不是“投名状”式的“血缘忠诚”或“精缘忠诚”。后者是一种很恶心的文化，会形成腐蚀公司的团伙，并把所有人的道德底线拉低。
Super无闷,bd68a0849f1aeb50f1eb2a4265310b68,2021-08-11 11:42:54,34,7,女员工陪酒现场
知乎用户,f09280f818fd09d10a0f83ea13fdbf14,2021-08-11 23:58:04,41,4,我一开始以为这位主人公是那种雄竟男寄希望于讨好国女来获得择偶优势后来一看原来是个上市公司老总儿子二代来镀金的这就太过于鸡贼了，我猜测一下他是一个炒作投机行为打女权牌来给他爹公司吸引关注度炒作。这种男人我只能说整整最好
山顶大树,ed88d9a36c76cde62c6806c3fb4b19e2,2021-08-11 13:49:39,5,10,腾讯阿里拒绝陪酒文化，是不是利空茅台了？
李东bbsky,859c38ed1e657ee3ff41d65c2a3a8439,2021-08-11 02:03:46,96,41,我能怎么看？当然是拜读了，金句频出，值得逐字逐句回味容我先舒缓一下笑惨了的肚皮。“赶紧”“务必”“应该”“必须”“谢谢”“务必回复”“请完善”“你身为，必须”每个词都是那么掷地有声，像极了领导骂我的语气。这种严厉而急切的行文让我回想起了数十年来，家长、老师、上司、前辈、领导对我的关爱。
iCoA首席特工,6cf1e27b9092da63c76b6779e4d07f15,2021-08-11 13:49:25,18,9,什踏马实习生，一点礼貌都没有，我要是他们公司领导，先把他开了。当然看有很多答主说，这个是一个富二代，还是另外一个上市企业高管的儿子，那这么没礼貌就可以“理解”（理解不代表赞成，而是表示明白为啥会发生这种事情了。）一个公司为什么要招聘你，是为了让你给公司创造价值的，不是让你来指手画脚的。（当然也不代表不能给公司提建议或者意见。）而且你说的这个内容，跟你的岗位毫不相关，公司要你做什么？（当然也不是说不允许对非自己工作相关的内容进行评论或者建议）另外这个“务必回复”感觉这么熟悉呢？突然想起来，学生会风，有木有？这是学生会领导来指导腾讯工作来了啊
CCCBC,1c58bee886fff6b3e99e9962d9a8bff5,2021-08-11 12:57:49,29,2,这就是女拳现状了。赚钱的，炒作的，六指琴魔键盘侠的就没正经干事的。是人是鬼都想靠着这事赚一波，前有多个脱口秀演员，后有伯爵周玄毅，现在实习生同学也加入了这个行列。很多时候讨厌支持女拳的女人们并不是其他原因。是因为这些恰女拳饭的人，他们是真的能恰到饭，而从更大的角度看，支持女拳的女人们，让这些人恰到饭，等于自己给自己吃毒药。其实就一句话，这些人不知道谁才是真对她好的。所谓不知好歹就是这样。
jacky's,4982213d2d509624f1c76ccb49b6b456,2021-08-11 01:00:17,55,7,抛开这个无知者无畏，地主家傻儿子即视感的实习生换一个角度拿腾讯和阿里比较。要是阿里也有这种普通员工能和最高层直接沟通的机制，被强奸的女员工能直接找张勇要说法，估计阿里也不至于沦落到现在这种声名狼藉的地步吧。
匿名用户,0,2021-08-11 19:35:26,20,1,从网传的截图来看，这位实习生向马化腾以及刘炽平发消息，要求腾讯颁布拒绝陪酒相关条令，杜绝所谓酒桌文化，并备注务必回复。之后，腾讯公司现任执行董事、总裁刘炽平向其回复称，我们和阿里不一样，腾讯对任何形式的性骚扰持零容忍态度。腾讯这是演技派啊？（惊喜）为黑而黑，并不显得自己更高级。
金陵小老头,98c165fe19c24de58bd980b8b9b03c90,2021-08-11 15:03:10,39,16,这个人不一般连我一个字都不违规的回答也能折叠不知道是什么道行年纪轻轻就有如此能量必有一个好爹
请勿关注,2453c7a520421ad4dc9cabb5c7620b63,2021-08-11 18:54:24,28,5,我见过不少二代，不敢说认识，因为人家不会同意，我总结下来可以分几类。一类是有教养，有点傲娇，不太暴露身份，有可能的话尽量靠自己，靠老子的话也比较隐晦，不知道的人看他基本就是一个素质修养比较好的普通人。一类是经常或明或暗的提及自己家长，有时候甚至会提及职务和权利范围，炫富还比较克制，但会提一些关键要素，比如房子的地段，所谓懂得都懂。工作上基本还能及格偏上，但爱走近路，爱找叔叔大爷的。一类是比较嚣张的，家教比前两类差，炫耀权利，炫耀财富，端碗吃饭放下碗骂娘，对各种批评，很多极端言论，工作惨不忍睹，一点学习的想法都没有，这类人很少。还有一类就是人精，长袖善舞，钻营取巧，利用关系取得关系，非常清楚自己要什么，无所不用其极，厚黑学玩到飞起。有一个青年，去年刚三十岁已经当了一类部室主任，在过去十几年里，他走过了野鸡大学，进爸爸单位，每年一个部室，进局办，借调集团，挂职地方，回原单位当二类部室副主任，二类部室主任，一类部室主任的路。他爸当年当同样部门主任的年纪是四十岁，他比他爸早了十年，以后前途不可限量。当然那些语出惊人，做出成绩，大会表彰，都是常规玩法，没什么新鲜的。
